ra,dec,apflux_r_0.5arcsec,apflux_r_0.75arcsec,apflux_r_1.0arcsec,apflux_r_1.5arcsec,apflux_r_2.0arcsec,apflux_r_3.5arcsec,apflux_r_5.0arcsec
10.61023494200952,-51.52614375866477,68.1033,118.0101,154.9308,188.3508,199.3272,207.875,209.9829
10.612176002194056,-66.8562153530227,22.4412,39.3058,52.2941,66.0341,71.5743,76.6419,78.5033
10.6124468388358,-39.23729523667456,6.9727,13.4251,20.7087,34.1653,41.5586,46.9448,48.3311
10.612714218344763,-21.154549016518366,70.114,122.9337,163.0747,203.8454,220.2531,235.2021,239.046
10.612758072660633,-39.237364269793886,11.8555,21.2695,29.3607,39.3722,43.5941,47.0647,48.273
10.61510683112508,-20.67972451735202,39.3219,71.1177,96.64,124.261,136.0474,147.5316,150.6495
10.617369168921282,-68.49718109672327,11.3484,22.4825,34.0687,51.0802,58.8553,64.5737,66.7844
10.61765876300694,-68.49730752106892,17.2519,30.999,42.2727,54.9843,60.3389,64.6524,66.3756
10.618984223481725,-4.72551964956875,62.8726,109.2622,143.4479,177.0507,189.9225,200.9305,203.7453
10.63064479230595,-48.639043481995415,18.4414,31.5542,41.185,50.6146,54.002,56.94,58.165
10.630975248423814,-5.097602851183224,9.8758,17.0113,23.2397,32.7483,37.3887,40.9486,42.417
10.636326436901191,-31.96345727597612,50.8044,84.6562,107.7393,128.4142,135.5857,141.6126,143.0846
10.638206367116126,-41.16972862931296,13.6546,24.5661,33.5585,43.9409,48.5696,52.8195,54.0272
10.640800137301811,-43.739613402347445,17.8369,30.7287,41.3452,54.7292,60.0612,63.846,64.843
10.641087543287249,-43.739490202128685,12.4098,24.1995,36.5822,53.4367,59.4929,63.7614,64.7811
10.649075725275107,-0.4951387365493822,19.5505,34.6857,46.7501,59.5647,64.1778,67.8404,69.0102
10.649361704232764,-37.75327583136135,8.2736,15.5885,22.8722,34.0701,39.5125,43.6055,44.4945
10.649432585319136,-37.752994082589055,7.574,14.0741,20.6939,32.3124,38.8489,43.5489,44.5434
10.65824811940472,-40.35803855879742,14.887,28.1972,41.3998,60.7902,70.0263,77.829,79.5902
10.658376056828605,-40.3578039229745,14.771,27.3813,39.8724,59.6182,69.5983,77.7087,79.542
10.662378484384618,2.7097086747926755,4.8751,8.3168,10.7953,13.2564,14.1423,15.1621,15.9867
10.663588930507476,-49.27206277924951,75.7223,126.9752,161.8281,193.7577,205.0067,214.1093,216.3744
10.66573024260978,-26.496640823110333,50.0965,84.8613,110.7108,137.3455,146.7323,154.2858,156.2218
10.668216570067164,-30.397851233634377,31.7426,56.6951,77.0084,99.1276,107.941,115.9494,118.1486
10.668964118667216,-34.03389891610037,11.5854,19.3872,25.1762,31.439,33.7757,35.615,36.2864
10.670004183909844,-4.769133686307892,48.271,80.6297,103.1938,126.3937,135.3977,143.3818,149.7804
10.670198457423126,-5.934591333109752,25.5422,45.837,64.1813,91.907,105.9614,116.5935,121.228
10.670768416028771,-27.88634974357711,18.6546,33.5206,45.595,58.2345,62.8636,67.2186,68.2817
10.674192343002185,2.4663875872086294,8.1056,13.6443,17.8045,22.6232,24.7826,26.711,28.9545
10.674235660105737,-46.80646392081299,6.7029,12.0073,16.4972,21.8996,24.0054,25.4715,26.14
10.674268822277982,-44.85116772403206,9.8205,16.9376,22.3915,28.6914,31.4061,33.5849,34.468
10.679896873255624,-5.948874160162643,5.1175,9.1343,12.5029,16.5282,18.1495,19.5417,20.2173
10.689756927176225,-44.151139826927015,19.6294,35.3875,48.3624,63.6128,70.1961,75.6111,76.8331
10.690808592416284,-59.198148208290085,40.781,66.3461,82.9716,98.0934,103.4416,107.6864,108.9363
10.693582492745833,3.98955307638888,9.4887,15.8639,20.3896,24.6438,26.0309,27.1988,27.8591
10.697130377819075,-35.57818967712455,13.6809,23.4169,30.3747,37.0472,39.8945,47.8343,49.7326
10.697829310803378,-60.10329705333535,14.2926,24.4297,32.0645,39.6991,42.3337,44.3963,45.4091
10.709985823956965,-48.54107940839734,63.0094,101.9247,126.9234,149.9089,157.9773,164.4493,166.1229
10.72266106270141,0.3615354445034672,11.9403,21.0137,28.2065,36.0386,39.1467,41.5959,42.5531
10.723217278344531,-77.29956953882117,40.6111,71.1696,95.2233,122.6661,133.7527,140.9502,142.6632
10.724009040626129,-14.23406132043893,14.8159,26.5751,36.7188,50.5538,57.4161,62.2984,63.8894
10.725693117788664,4.881678536432969,9.6033,16.6715,22.7014,31.9204,36.556,41.2668,45.0004
10.726879022664734,-62.7930168982762,43.6877,70.4525,86.7519,101.0493,106.6775,112.5508,114.2613
10.7278735524918,-1.2327212319324816,30.7185,54.4824,74.4895,98.1577,107.2743,120.6336,124.8118
10.729382160432085,5.866521134865341,19.3463,31.9327,40.4525,48.3903,51.0829,53.676,55.8442
10.729735684161726,-49.992062153653066,10.0891,17.1808,22.307,27.3404,29.1906,30.7625,31.5808
10.730254450174735,7.183041733805595,7.0366,12.7984,17.4825,22.7789,24.7433,26.5497,27.7615
10.731795116770096,-70.3529219943238,13.1597,24.5289,35.0243,48.4016,54.1266,58.6086,60.0333
10.731827286703169,-70.35309085099189,14.2496,26.3389,36.876,49.3881,54.5177,58.7317,60.0721
10.735675533712827,-0.0486480199061719,42.7744,75.2441,101.192,128.9242,139.0579,147.0955,149.3728
10.745093186667782,5.963998719729534,35.8076,63.0478,83.8639,103.69,110.4814,115.8366,117.7349
10.747064515635136,-53.44385541881378,18.3524,30.7017,39.47,47.9451,51.0947,53.8859,55.152
10.748061838123643,-9.973648267824585,24.7983,41.7753,53.4791,64.0952,67.8182,70.9529,71.9387
10.74850906983426,-46.69968950044894,6.8226,12.4834,17.7522,25.2055,28.5062,30.7297,31.4773
10.751846382538066,-44.20962111155459,26.5939,49.2944,69.2987,94.5691,106.0636,115.755,118.0206
10.753732895240168,-53.561602916926695,7.7725,13.3934,17.6459,21.9974,23.6022,25.0107,25.8966
10.768229666983812,-38.30200959297755,15.301,27.2416,37.985,53.9426,61.6131,67.4895,68.8463
10.768539140507553,-38.3020805820941,13.7761,26.602,39.2175,55.802,62.4395,67.6448,68.9283
10.775887494020475,-6.915448374697212,72.7979,123.7503,160.7807,198.2458,212.4774,223.9901,226.5343
10.78290604804424,-14.626504585742635,9.8084,17.8851,25.1106,35.0678,39.7408,43.3999,44.9654
10.788087704604068,-23.19698629835784,21.1083,35.4905,45.3509,54.1114,57.2204,59.9413,61.5693
10.799488361776216,-15.752854034132657,10.7832,19.1506,25.7386,33.1198,36.2665,39.1009,40.3115
10.80260424832087,-48.434229184794376,27.5462,45.9065,58.2777,69.4682,73.5482,77.1432,78.216
10.808659127826374,-36.26269043161172,8.1631,14.1677,18.6458,22.982,24.6215,27.3821,29.2079
10.811273802267124,-8.993570987003299,20.705,34.4637,44.0419,52.7054,55.6386,58.0837,58.8503
10.821585903601642,-55.10232200916968,14.0799,25.6103,35.0252,44.8822,48.4737,51.2766,52.7989
10.824644389596315,-24.07830764168944,15.2049,26.8323,36.4846,47.2762,51.1659,54.1359,55.1761
10.824795097623436,-24.078391506396223,17.0803,30.0844,39.6887,48.4939,51.5431,54.1638,55.2347
10.83368779119148,-78.23372833700297,9.3168,16.2847,21.5371,26.7717,29.312,34.9951,35.9463
10.84322182759516,-8.553737938026421,41.1008,67.3584,85.784,105.8856,113.5304,119.6211,120.9627
10.843378526766262,-15.804838259322334,48.8827,85.5321,114.0168,146.0041,159.8987,172.0957,175.2731
10.849883717425383,-10.424724459491785,16.6511,30.7249,43.0713,58.1723,64.8072,70.3479,72.3037
10.860509432572156,-78.62127899894381,25.4772,45.1346,60.4579,75.2981,79.8718,83.3358,84.4582
10.866745121083294,-75.68646712106917,6.8889,11.9478,15.774,19.8147,21.7016,24.9734,26.2756
10.870293131515329,-41.33449062098602,31.1085,57.2124,80.8374,113.7134,130.3567,144.8052,147.9339
10.871494601645429,-56.68929805569649,15.0355,24.8554,31.4901,37.4867,39.55,41.4244,42.2678
10.88675214612698,-10.025689533174168,13.9066,23.2765,29.8318,35.9937,38.2109,40.0221,40.5579
10.927724129385703,-78.46812011571907,17.1622,30.4455,40.7363,50.7459,54.0317,56.6074,58.2934
10.934418349775925,-64.48922230173297,34.2947,57.8726,74.1401,89.5084,94.9438,99.3813,100.6622
10.951885086220075,-85.59359653237914,29.201,51.8208,70.4112,92.9111,103.146,110.9843,112.578
10.961271031240702,-45.20629987701673,70.6544,119.3166,152.7504,183.5357,194.8845,204.3181,206.6042
100.7754433,-61.86489815,25.751,46.1831,63.7956,84.8867,92.5633,97.6579,98.9888
100.8022777,-79.34731994,11.2057,18.8929,24.2886,29.2831,30.9416,32.2553,34.9438
100.8024359,-79.34751836,8.7303,15.9951,22.1625,28.6097,30.7532,32.3277,37.0233
100.8236525,-86.35287778,42.0999,74.8465,100.8413,128.7492,139.5492,148.0013,150.2325
100.837424,-78.08532605,9.0333,15.9749,21.5096,26.9958,28.7461,30.2962,31.2559
100.8381636,-78.08531201,10.1328,17.4846,22.7487,27.385,28.9175,30.3562,31.2899
100.8541558,-60.3684991,5.8081,10.6546,14.9461,20.018,21.9848,23.5781,24.3331
100.8544204,-60.36857479,7.2912,12.6532,16.6754,20.7055,22.2666,23.6346,24.3154
100.9043795,-83.07603474,36.7232,63.8668,83.3549,101.514,108.0063,113.3478,114.7594
100.9142789,-74.87434216,23.3397,39.2567,50.0272,59.7865,63.2844,66.2952,67.6785
100.9263279,-53.55147006,6.4062,11.8763,17.4185,24.9347,27.7812,30.2445,33.1171
100.9266719,-53.55141167,8.3066,14.8494,20.2592,26.1127,28.0975,30.1814,32.9602
100.9394207,-75.01170795,10.9497,18.6199,24.0588,29.1971,31.1426,33.5544,35.1014
100.9482788,-63.37738421,9.5923,15.7405,19.7732,23.2759,24.5757,26.4065,27.3736
100.948713,-63.37730641,5.1827,10.7359,16.3947,22.6859,24.5944,26.3476,27.4162
100.9505911,-59.88653169,12.9436,24.0188,34.8811,50.3934,56.7538,61.0903,62.209
100.9507403,-59.8867268,16.4767,29.8228,40.887,53.0041,57.5974,61.1159,62.1815
100.9547486,-67.2918708,2.5935,4.6924,6.4798,8.4178,9.1269,9.9488,10.8615
100.9594721,-80.65612202,10.2012,18.2355,24.7392,31.5727,34.0454,36.036,37.2849
100.9595685,-80.6559518,9.9756,17.8551,24.3346,31.5111,34.0906,35.9781,37.2374
100.9667771,-67.77938759,13.8809,23.3284,29.8098,35.7447,37.7595,40.6124,43.2005
100.969742,-62.84343169,2.0348,3.557,4.9165,6.6109,7.2392,7.9213,8.6352
100.9978656,-66.74309693,6.3075,10.5427,13.3058,15.6619,16.4547,17.6473,19.2061
100.9988424,-81.87758002,7.3586,12.6656,16.6053,20.7432,22.5457,26.4889,31.0445
101.0215743,-47.27609102,9.012,17.111,24.2027,31.4149,33.9181,36.1036,37.8503
101.0216168,-47.2759292,11.3531,19.6704,25.8112,31.8288,34.0766,36.2872,37.9287
101.0235895,-63.57252923,3.374,5.6304,7.2901,8.8641,9.3454,9.9807,10.9434
101.0245071,-53.36436599,35.9244,60.6701,77.8876,94.2287,99.7907,104.1424,105.852
101.0260291,-75.77630078,10.2893,17.049,21.6338,26.0116,27.6784,29.2522,30.359
101.0290779,-48.86751399,8.4725,13.5373,16.5519,19.0638,19.9503,21.3909,22.5451
101.0316718,-63.42733488,5.2274,8.8003,11.8749,15.3386,16.3734,17.2928,18.4243
101.031671,-63.42754987,5.0949,9.0446,12.3164,15.536,16.3939,17.2525,18.3843
101.0442118,-53.17746121,11.5409,19.1362,24.1868,28.7673,30.4123,31.9356,32.9638
101.0489899,-52.92898704,26.7058,49.9914,71.4467,99.1542,111.6884,124.3164,131.5212
101.0507287,-49.01841627,27.408,47.0195,60.9824,73.0133,77.402,87.132,88.4803
101.0605587,-58.50896961,31.6626,57.2672,78.4689,102.3657,111.8137,119.9425,122.247
101.0669417,-47.27538312,23.9275,33.7555,40.4784,47.5809,50.1217,52.6458,54.2326
101.0698592,-78.62454291,24.2421,40.6276,52.1014,62.9103,66.5964,69.6362,70.9201
101.0709829,-53.07688136,2.6319,5.3193,8.1179,12.1466,14.1229,15.9738,17.3451
101.0715868,-62.20149612,2.2885,4.2349,6.007,8.266,9.1897,10.0068,10.6151
101.0719143,-62.20156895,2.8438,5.0547,6.8008,8.5818,9.3069,10.0133,10.6442
101.0735764,-53.04692005,6.5868,13.0585,19.8249,29.7746,34.3875,37.9542,38.9851
101.0737372,-53.0470568,9.4804,17.2976,23.9627,31.8141,35.1925,38.0614,39.0966
101.0774448,-59.51502405,6.5758,11.2402,14.6966,18.2142,19.5831,20.7643,21.439
101.0803976,-65.68093001,30.7414,52.0662,66.9368,80.4195,84.9095,88.3481,89.5802
101.0814071,-65.8764394,51.3894,83.5791,104.6126,123.6153,130.137,135.5118,138.2261
101.0815843,-58.74644486,2.4683,4.5966,6.637,9.536,10.8672,11.9029,12.7265
101.0817214,-58.74663816,2.8219,5.2504,7.4111,9.9747,11.0329,11.9888,12.7418
101.0873441,-72.85753684,7.1015,13.9518,21.0762,30.9838,34.6067,38.0417,40.0648
101.0874234,-72.85772941,11.5964,20.1749,26.6316,32.9902,35.1552,37.8751,40.1072
101.095676,-46.44190595,17.4356,32.3134,44.9701,61.4128,69.321,76.8889,79.9963
101.1061292,-55.59115447,5.2859,10.7292,16.2732,23.0627,25.526,27.5529,28.6561
101.1063287,-55.59098093,8.9227,15.1193,19.6641,24.3138,25.9591,27.515,28.4973
101.1138641,-58.79284189,25.9704,47.5866,66.172,87.6748,96.0276,102.6444,104.8431
101.1223758,-53.2251347,11.507,19.7254,25.72,31.383,33.3778,34.9763,35.7367
101.126984,-66.57089683,2.6662,4.8843,6.7719,8.7832,9.5098,10.6349,13.5434
101.1295753,-57.51164218,39.5742,67.9922,88.896,109.5064,117.0873,123.7068,126.6545
101.1328746,-46.52468955,2.1322,3.8685,5.3917,7.4586,8.6803,10.7612,12.4473
101.1382795,-56.82871282,10.5276,19.0418,26.0518,33.4487,36.1078,38.2859,39.4023
101.1382849,-56.82852556,9.6537,17.4408,24.3277,32.7856,35.9194,38.3029,39.534
101.1401101,-63.94724036,24.4552,45.4577,64.2084,86.6666,95.1205,100.5264,102.6544
101.1465895,-67.32976899,54.6377,93.3937,122.3881,152.2164,163.1173,171.6241,173.9454
101.1573052,-76.90036966,7.984,16.9632,26.1428,37.0281,40.5574,42.9704,44.15
101.1580034,-76.90031977,16.186,26.5492,33.3041,39.1671,41.2261,43.0737,44.238
101.1635356,-46.404077,4.7183,8.3184,11.3118,15.0986,17.0018,19.3432,20.7538
101.1637377,-46.40417842,4.426,8.284,11.5817,15.264,17.0225,19.2963,20.8535
101.1656502,-65.87087113,9.017,18.0572,27.2068,38.6913,42.6501,45.4034,46.7654
101.1659036,-65.87068511,14.6051,24.7196,32.3528,40.3463,43.0509,45.4674,46.8503
101.1665485,-56.79553393,23.2381,39.3773,50.9926,62.2733,66.4924,70.008,72.3471
101.1668726,-70.06278308,10.5818,18.7598,25.5771,33.261,36.2049,38.7166,40.1967
101.1764646,-58.51239341,17.2177,31.9737,45.2092,62.0478,69.3101,74.9646,78.9846
101.1821696,-52.28154177,5.0647,9.3574,13.1458,17.8446,19.9835,22.0967,23.3944
101.1903317,-60.64865022,6.15,14.0474,26.7858,74.624,141.7046,211.7273,218.2457
101.1903947,-60.64882822,18.7541,43.3295,77.2152,147.81,188.2231,214.617,218.6716
101.1948601,-57.73377287,6.3269,12.7356,19.8142,30.6688,35.4073,38.7099,39.7886
101.1949981,-57.73395278,11.1074,19.6066,26.2945,33.5689,36.4643,38.7985,39.6879
101.1986317,-51.67786665,44.9523,78.5659,103.9351,129.5892,139.2861,147.0999,148.9736
101.2013607,-67.32900282,15.6779,29.9588,43.1448,58.6108,64.4918,80.3727,89.8008
101.2016396,-67.32884202,19.9852,35.0664,47.1707,60.5679,66.6748,85.1122,89.7672
101.2088659,-48.8249315,31.3954,52.5498,66.6019,78.1517,81.6183,84.5481,85.4743
101.2144996,-71.47231698,5.6761,10.9588,16.138,23.4564,27.1563,31.0877,32.3081
101.2147736,-71.47216798,6.3731,11.9372,17.092,23.9493,27.369,31.1238,32.3494
101.2186558,-53.48889615,30.4186,48.8014,60.3127,70.2494,73.3205,75.6198,76.7109
101.2220255,-55.16593648,28.513,47.0616,59.1446,69.7365,73.4599,76.9416,78.4716
101.2290465,-63.45932224,8.8869,15.2127,19.7102,23.706,25.0971,26.4144,27.4618
101.2345144,-74.77879335,27.1155,46.4688,60.8104,75.1083,80.1036,84.0635,85.6844
101.2346076,-58.38158419,2.8402,5.362,7.6962,10.6314,11.8608,13.0364,14.0345
101.2346654,-58.38138886,2.8844,5.35,7.6063,10.5523,11.8256,12.9658,13.8605
101.2383919,-58.28550019,12.481,22.0778,29.6161,37.5429,40.8542,44.0992,45.3636
101.2430622,-58.44335008,16.3126,28.8772,38.8096,49.5126,53.7875,57.4613,58.7763
101.2439387,-52.79349276,3.5886,6.7013,9.4967,13.0378,14.6347,16.211,17.2573
101.2440357,-52.79335378,3.6839,6.7851,9.5516,13.0199,14.6371,16.1441,17.2314
101.2455485,-68.15230997,16.1598,29.9703,42.3404,57.6814,64.5891,71.3729,73.5064
101.2472064,-52.8145334,1.8129,3.3318,4.6573,6.2712,6.9239,7.913,8.9878
101.2476364,-52.9182563,13.952,24.9169,33.7984,43.5845,47.6429,51.2829,53.5324
101.2494264,-60.2128171,24.2426,43.1159,58.5688,75.2121,81.2386,86.0525,87.5043
101.2510224,-62.14402544,2.357,4.1114,5.4755,6.9117,7.4438,8.2016,9.6224
101.2652681,-53.1338957,27.7621,50.8294,71.1827,95.6279,105.641,113.3209,115.7363
101.2660354,-47.92524678,11.8186,19.2649,24.0535,27.9344,29.0133,30.3014,35.9649
101.2677553,-53.0271119,4.38,8.9137,13.9349,21.5374,24.8667,27.5688,29.1549
101.2680774,-53.02709642,7.4605,13.3355,18.1453,23.4844,25.5716,27.5611,29.1101
101.2716837,-63.80441338,7.8535,13.3367,17.2505,20.8918,22.2587,23.8504,25.3381
101.2719972,-63.80433966,6.5481,12.0058,16.4138,20.63,22.0678,23.8239,25.2104
101.2720595,-56.35599273,7.2986,12.5624,16.473,20.3609,21.7431,23.0962,23.9384
101.2800147,-56.83941514,12.0924,21.6822,29.3595,37.3637,40.3321,42.7851,43.817
101.2801005,-56.83925118,10.5442,19.4272,27.3458,36.7238,40.1785,42.7809,43.8046
101.2838833,-47.38754421,4.0921,7.2135,9.8148,12.6125,13.5392,14.2981,14.8021
101.2840041,-47.38768821,4.9236,8.4098,10.84,12.8904,13.5556,14.2663,14.8325
101.2932432,-60.25369499,2.8366,5.1429,7.0784,9.1687,9.9602,11.0609,12.2162
101.2934332,-60.2535573,2.7703,5.0123,6.9286,9.1288,9.9602,10.8786,11.9491
101.3032936,-56.853733,18.5982,32.2106,42.3765,52.4848,56.2063,59.1641,60.3032
101.3034205,-56.85358737,12.9377,25.1398,36.7702,50.7906,55.7718,59.1478,60.2706
101.3042655,-60.33628701,4.454,7.6905,10.0629,12.4534,13.3241,14.2788,14.7638
101.3179869,-67.3895148,10.4319,16.8259,20.8773,24.2659,25.5315,28.0863,31.0247
101.3305399,-70.67409073,13.2145,25.7965,38.3861,56.4212,65.5574,73.2087,75.44
101.3362949,-60.56205762,27.1041,45.6401,59.1639,73.2631,78.8391,84.6464,86.7751
101.3506278,-48.25568616,7.2783,16.999,29.274,45.6836,50.1125,52.4683,53.3549
101.3509104,-48.25572572,23.1237,36.126,43.6047,49.3502,51.065,52.443,53.345
101.3517067,-75.38542571,29.6169,49.0991,62.1928,73.993,78.3912,82.7884,83.9857
101.3549594,-62.99860749,9.6332,15.8916,19.9183,23.3775,24.548,25.7724,26.7952
101.355747,-50.53343614,7.6279,12.989,16.8316,20.5704,21.9546,23.0617,23.6336
101.3560688,-50.59325126,36.0682,63.1681,83.9675,105.8528,114.807,122.4955,124.3482
101.3602389,-56.9741529,4.1863,7.2756,9.6868,12.2821,13.3678,14.5142,15.477
101.3606417,-72.85168412,5.3887,9.7881,13.6643,18.3363,20.428,22.2686,22.9839
101.3611764,-72.85175485,6.3952,11.3256,15.1184,18.7896,20.2425,22.2634,22.9576
101.371402,-56.51362878,2.0031,3.6739,5.3272,7.7255,8.7593,9.8702,11.7467
101.3714892,-56.51383731,2.5233,4.5695,6.2624,8.1066,8.8351,9.8826,11.2388
101.3717262,-46.62360611,2.6266,4.6591,6.5464,9.1167,10.4441,12.029,13.2352
101.3718281,-46.6237615,3.0473,5.4482,7.3291,9.4811,10.5556,12.0215,13.2788
101.3723221,-75.3414915,26.7876,46.4412,61.2381,76.675,82.2751,86.3626,87.7502
101.3737939,-69.75147734,25.4726,49.2314,70.048,92.9001,102.1773,110.2824,114.0146
101.3747135,-56.59518678,7.2231,12.8096,17.5439,23.4531,25.8616,27.7909,28.6955
101.3748261,-56.59538732,6.5291,12.4171,17.7449,23.818,25.9598,27.7885,28.7046
101.3776677,-64.31591176,8.486,16.1683,23.7425,34.3599,39.0367,42.3404,43.7856
101.3780265,-64.31598299,10.8914,19.9517,27.6024,36.107,39.3963,42.3413,43.838
101.3796168,-47.01550381,4.941,9.5418,14.2737,21.5886,25.6715,30.3133,32.3458
101.3797247,-47.01564649,6.1214,11.4681,16.1563,22.4923,26.1457,30.3574,32.3381
101.3880313,-53.18316506,6.234,13.2134,21.168,33.3153,38.8409,42.9225,44.6733
101.3883625,-53.18311559,11.9381,21.198,28.647,36.8465,40.1213,43.0924,44.748
101.4021126,-46.54397783,4.7391,8.7193,12.4757,17.3687,19.7877,22.3877,23.7453
101.4021294,-46.54412899,5.4286,9.8701,13.5171,17.7601,20.0007,22.4135,23.7531
101.4039454,-58.27620536,8.7858,15.648,21.2601,27.744,30.3962,32.7107,33.8288
101.4142487,-69.27913592,19.1259,35.5605,50.3887,69.9443,80.1531,92.4867,97.5641
101.4161444,-72.51069964,27.4726,48.3046,64.1418,79.3188,84.37,88.0648,89.0834
101.4170825,-57.0199367,17.7773,31.1069,41.1837,50.9253,54.3842,57.5129,58.9998
101.418986,-54.51467822,7.2101,13.2652,18.226,23.1972,24.9231,26.4818,31.6327
101.4205601,-75.23322956,28.3945,47.3776,60.1389,71.8488,76.0627,79.557,80.7088
101.4263059,-70.1322498,32.0349,55.2426,72.3715,89.0067,95.2877,100.8852,102.8434
101.4269806,-60.07759306,39.6277,67.4213,87.8099,108.712,117.0842,124.3256,126.3566
101.430131,-53.11194011,8.961,17.2832,25.1199,34.2541,37.2203,39.7788,41.2403
101.4303855,-53.11189418,13.6529,23.1553,29.7875,35.6851,37.7584,39.8429,41.1074
101.4306969,-76.14555482,25.0471,42.0622,53.719,64.4913,68.4227,71.7354,73.2904
101.4320275,-71.92703697,13.1695,25.4931,37.5462,53.5852,60.8739,67.6878,70.0026
101.4324914,-71.9270133,15.3408,28.793,40.8593,55.4705,61.8468,67.9097,70.0194
101.4333751,-57.37962782,8.5349,15.312,20.7311,26.3296,28.4168,30.7339,37.5131
101.4333998,-57.37946072,8.0418,14.4209,19.8382,25.9846,28.2962,30.6041,36.5008
101.4379085,-51.19360617,24.1772,41.3188,54.1926,67.8642,73.0974,77.0637,78.0337
101.4385806,-74.07545818,2.9691,5.5376,7.8801,11.1484,12.8045,14.5607,15.5705
101.4392733,-74.07549255,2.9457,5.6543,8.1709,11.4308,12.9689,14.5374,15.5165
101.4502875,-51.16326145,2.5763,4.7625,6.8582,9.7049,10.8729,11.8076,12.3139
101.4506047,-51.16327771,3.2546,5.8667,8.0125,10.3102,11.1221,11.8515,12.3047
101.4565709,-66.03621274,14.61,24.5709,31.4648,37.5494,39.4247,41.2935,42.7378
101.4565803,-66.03606703,11.3119,20.7217,28.6546,36.7413,39.2518,41.2585,42.7389
101.4644907,-67.8986886,9.3379,17.5223,25.0499,35.0851,40.6649,47.3338,51.4424
101.4676345,-53.45077139,16.2813,28.0902,37.3427,47.1013,50.4199,52.9665,54.0056
101.4678241,-53.45090493,15.776,28.4733,38.2746,47.3913,50.4531,52.9591,53.989
101.4688541,-64.00508351,8.7436,18.2569,28.4006,41.7844,46.5556,49.4774,50.669
101.4692069,-64.004975,17.3059,29.1327,37.3484,44.9358,47.4343,49.5808,50.6994
101.4708849,-73.4433655,38.9222,65.7346,84.65,102.7068,109.3863,115.125,116.9032
101.4726192,-66.09776646,53.1722,89.7031,115.1042,138.5674,146.9056,153.8166,155.9514
101.4758799,-52.89340648,11.3202,21.6239,31.9643,47.1344,53.5632,58.1439,59.6415
101.4762236,-52.89337622,14.9424,27.3733,37.9409,49.884,54.4264,58.241,59.6879
101.4790845,-54.4131626,14.5863,24.57,31.5636,37.9691,40.1466,42.0388,43.2009
101.4792434,-54.41302236,8.9464,17.8974,26.6789,36.8234,39.9113,42.0205,43.3336
101.480459,-50.82257764,6.5265,12.4121,18.7065,28.4275,32.2982,34.8668,35.6803
101.4807526,-50.82267865,10.8103,18.9184,25.1283,31.1693,33.2073,34.9602,35.7399
101.4834771,-76.73822637,17.9922,31.3879,41.874,53.2472,57.3444,60.3591,61.4263
101.4839859,-76.73835227,16.193,29.9024,41.3254,53.2488,57.4266,60.3477,61.2927
101.484095,-50.31555585,16.969,30.3017,41.0198,52.6188,57.2083,60.8746,61.8179
101.4854218,-59.13861891,39.5839,66.5069,84.8743,102.1375,108.6527,113.9035,115.2995
101.4872695,-53.95209012,4.2418,7.7967,10.9288,14.5619,15.8635,17.1265,17.897
101.4875265,-53.95206739,5.3488,9.2913,12.2031,14.9805,16.0238,17.0725,17.8447
101.4880637,-64.18700704,21.0667,39.4078,56.0639,76.377,83.7256,89.7433,92.7993
101.4886684,-63.00128301,4.567,9.7074,15.1232,21.5919,23.8115,25.4189,26.2535
101.4888264,-63.00143187,9.3382,15.2521,19.0167,22.5985,24.0357,25.4196,26.2625
101.4891836,-52.88691876,11.3718,21.9885,31.6136,41.8228,45.2361,47.7607,49.0429
101.4891914,-52.88673121,15.2109,25.8807,33.949,42.4634,45.4712,47.8486,49.1863
101.4896002,-58.78514803,41.9286,74.9769,101.7465,131.1847,142.7129,152.1561,154.7621
101.4905584,-53.30578301,11.6771,19.3399,24.3763,28.8102,30.3659,32.105,33.6167
101.4914847,-52.19823003,20.4463,36.2443,48.7965,62.3409,67.8022,72.3666,73.8556
101.494052,-65.32135035,8.8693,17.7196,26.9367,38.7877,43.1993,46.1421,47.4111
101.4943122,-65.32145388,14.3435,25.1684,33.2787,41.19,43.9965,46.1735,47.4473
101.499381,-80.68337866,5.4927,10.9634,16.4238,23.0545,25.4201,27.2206,27.8405
101.4994735,-50.39650856,11.015,19.265,25.4959,31.8763,34.3925,36.6689,37.5438
101.5003859,-80.68337976,8.7283,15.0405,19.6899,24.1534,25.8317,27.2351,27.8608
101.5088173,-65.56517129,5.1013,8.8569,11.6894,14.5266,15.5375,16.4479,17.0858
101.5094753,-63.18115199,2.696,4.8918,6.9493,9.6324,10.7622,13.1076,14.4928
101.5097072,-63.18130518,3.5452,6.1823,8.1503,10.1431,11.1871,13.5247,14.6495
101.5116256,-67.24301162,10.6155,17.8495,22.8385,27.3238,28.8979,30.7011,32.765
101.5151374,-57.29761262,22.1755,40.1333,55.6407,73.4764,80.096,85.0546,86.4671
101.5153455,-57.29772025,26.6205,46.5376,61.411,75.7651,80.939,85.1782,86.4519
101.5159624,-65.25688,65.8309,116.0397,155.3116,196.2849,210.9241,221.958,226.3318
101.5165971,-61.53182658,10.9885,18.6868,24.0624,28.9795,30.7615,32.3299,33.1332
101.5171754,-59.66715328,22.188,36.0963,45.2361,53.9841,57.2992,60.1187,63.8188
101.518243,-60.85321664,2.4212,4.735,6.9943,10.0252,11.3542,12.5501,13.2975
101.518545,-60.85314053,3.0011,5.5363,7.7808,10.4939,11.6076,12.607,13.2859
